id,Q,A
6593,마취 하는데 풀리면 진짜 아프대,코는 어떻게 하는 거니?
6637,혼자 살면 아파도 혼자 아프고 밥도 혼자 먹어서 외롭대,"그건 겪어봐야 확 와 닿을 거 같다,"
6662,막 탈영범들 잡으러 가는데 엄청 힘들었대,그치 ㅜ 무서울 거 같아 그런 일은...
6665,너희 오빠는 무슨병이였어?,오빠는 취사병이였어서 그렇게 힘들진 않았다더라
6668,그렇구나 거긴 진짜 다 대량이라 힘드셨을 가 같아...,오빠는 아침에 일어나는 게 제일 힘들었대 키키
6669,아아 아침잠 많은 사람은 진짜 힘들겠다 취사병,마자 키키 오빠가 아침잠이 많은 편이였지 키키1 : 나중에 자식 생기면 어떻게 교육 시킬 거야?
6670,아아 아침잠 많은 사람은 진짜 힘들겠다 취사병,음 너무 먼 미래라 잘 모르겠지만 그냥 적당히 시킬 거 같아
6700,에고 나리도 너도 고생이다...,나이가 많아서 이제 아프면 걱정돼 ㅜ
6727,오 겨울에 일출 보면 되게 뜻 깊겠다,아침엔 피곤하고 힘들어도 일출 보면 기분 좋더라구 키키1 : 내일 동쪽에 비 엄청 온대
6802,어 오늘도 아침에 소리 지르는 소리로 깼어,아 정말 진짜 소리 때문에 힘들겠다
6821,맞아 나 기억나 너 엄청 바빴잖아!,웅 맞아 진짜 힘들었어
6822,키키 맞아 그때는 코시국도 아니어서 사람 진짜 많았잖아!,웅 진짜 힘들었지 진상들
6824,키키 와 근데 너한테 진상을 부려!?,웅 술 취해가지고 진상 부려 ㅜㅜ 힘들었어1 : 너도 피엑스에서 로카티 샀지?
6828,"키키 하지만 넌 이제 민방위가 남았지 않니,?",누나 나 너무 힘들었어 근데 그거까지 해야 하다니
6843,키키 근데 4명 키우기가 진짜 힘들잖아!,웅 그치 엄마 아빠 한테 너무 감사해
6936,와오 키키 금액도 그렇지만 할 때 아프지 않아?,웅 아프지 근데 지금은 잊어버렸어
6947,그게 확실히 가성비 갑인 비타민이야!,아 나도 챙겨 먹어야겠어 힘들어1 : 너 차 말고 다른 대출은 안 받았지?
7014,거기 많이 힘들지!?,진짜 요즘 추워져서 일하기 힘들어 키키
7249,저번에 아프시다고 하더니 ㅜㅜ 괜찮으셔?,응 지금 다 나으셔서 잘 다니고 계셔~
7316,키키 그러니까 내 친구 5명 연속으로 하늘 올리더라~,와 역시 끼리끼리 논다는 게 사실이였나 봐 키키1 : 와 아프리카 코끼리는 이제 상아 없이 태어난대!
7357,헐 ㅜㅜ 그 뽑을 때 안 아팠어?,엄청 아프지 생니를 뽑는 건데 ㅠㅠ
7359,키키 왜 근데 철길 조이는 게 더 아프대,나 치과 가는 게 점점 더 싫어지고 있어 키키
7431,키키 대박 그거 1급 따기 힘들다고 했는데!,근데 엄마 회사라 예전부터 본 게 많아서 괜찮더라
7491,그렇겠지 아니면 그 아이 운명인 거고 ㅜ,너도 너무 신경 쓰지마 마음 아프잖아1 : 오빠는 요즘 취미가 뭐여?
7650,"키키 나 남친은 있어, 근데 외체차가 있지는 않아",나는 유리 공장 갔던 게 제일 힘들었어
7651,헐 그 논산에 유명한 그 유리 공장?,웅 맞아 삼광 유리 거기 진짜 힘들어
7662,키키 그치 너 때는 식중독 같은 병은 없었어?,진짜 맘 아프다 근데 내가 식중독 걸렸었는데
7700,그래서 내가 키우다가 죽으면 내 자식들한테 넘겨주는 그런 사람도 있대!,아 슬프다...
7743,근데 이게 직장 내 괴롭힘 때문일 수도 있대!,직장 내 괴롭힘? 진짜 그런 일 많더라
7744,"어 ㅜㅜ 일이 너무 힘들다고 그랬는데 그 뒤로 좀 안 좋게 봤나 봐,",힘들 만도 하지 진짜 안타깝다...
7748,"근데 괴롭힘을 한 사람들은 그냥 일반 징계만 내려졌대,",아 그런 게 어딨어 벌 받아야지 더!
7770,"헐 ㅜㅜ 입술 거기 밥 먹는 곳이잖아,  아프잖아,",웅 그래서 립밤 많이 바르는 중 하하
7817,너무 힘들었어!,키키 얼마 안 걸렸네 ?
7818,너무 힘들었어!,나는 방을 바꾸고 싶어
7833,근데 유지비가 장난이 아니지!,키키 맞아 주차 문제도 힘들잖아
7850,대신에 너 먼저 가 직군으로,그건 좀 힘들 거 같아
7863,그렇구나 부모님 안 힘들다고 하셔?,키키 힘들어 하시지
7864,그렇구나 부모님 안 힘들다고 하셔?,그래도 내가 많이 도움이 된대
7877,너 괜찮아?,키키 한동안 힘들었다가 지금은 덤덤해졌어
7880,"ㅜㅜ 슬프댜,",응 그것도 있긴 한데 돌봐줄 사람이 없어
7960,키키 그랬겠다 나는 접질린 것도 아파서 질질 짜는데 키키,키키 그거도 엄청 아프니까 그럴만하지1 : 너 이번에 상생지원금 신청했어?
7986,ㅋ헐 배우들 진짜 힘들었겠다!,맞아 배우들이 진짜 힘들었다고 인터뷰 하더라고1 : 오늘 대박 한식 뷔페에서 짜장면 나옴!
7987,ㅋ헐 배우들 진짜 힘들었겠다!,엥 뷔페집에서 짜장면도 나와?
8030,개꿀 키키 휴가 마치고 돌아갈 때 진짜 힘들었지?,그때가 진짜 지옥으로 가는 길 같더라 키키1 : 오빠 자격증 공부 지금 하고 있는 거 있어?
8031,개꿀 키키 휴가 마치고 돌아갈 때 진짜 힘들었지?,아니 아직 공부할 계획 없음 넌?
8063,음 이제 애가 아프냐 안 아프냐에 따라 천차만별일 거 같아!,아 이 아이는 건강할 거 같은데 키키
8240,그래 오빠 내가 빚 생기니까 오래 일한다고 그랬지?,근데 열심히 하는 건 좋은데 빚 있는 건 슬프다
8343,키키 그러니까 오빠 뿌리까지 다 나오겠어 ㅜ,잇몸 치료 아프대
8351,키키 앞 자리가 3이 되니 이제 진짜 다 고장 나는구나~,하 그런 말을 들으니까 너무 슬프다
8353,그때는 이제 뼈가 아프겠지?,너도 곧이야
8354,그때는 이제 뼈가 아프겠지?,훅 간다
8355,그때는 이제 뼈가 아프겠지?,준비해 둬라 키키1 : 오빠 내가 배송시켜 준 거 잘 받았어?
8356,그때는 이제 뼈가 아프겠지?,아직 안 왔는데
8357,그때는 이제 뼈가 아프겠지?,뭐 보냄?
8423,"헐 대박 오빠 당장 네비 바꿔,",나는 고깃집 서빙이 진짜 힘들더라 키키
8631,나는 면역력 쓰레기라서 골로 갈 듯,면역력 안 좋으면 오히려 안 아프다던데?
8688,불족 너무 맵잖아 ㅠㅠ 식사 시간에 행복해야지 고통스러워서는 안돼,"안 매워,; 먹지 마라 불족 사랑해"
8701,한국 같은 외국이면 중국에 코리아타운 가서 살아,아 진짜 어디 가거 싶은데 멀먼 힘들자나
8749,맞아 근데 혼자 벌어서 키우기 힘들 것 같아,"쉽지 않겠지만, 근데 자식 없는 사람들 보면 다 성격 안 좋더라"
8772,면허는 혹시 왜 딴 거야...? 카트 하려고?,나 아프리카에서 트럭 몰아보고 싶어서 땄어
8773,아프리카 가는 것 보다 트럭 모는 법 다시 배우는 게 더 오래 걸릴 듯,키키 아프리카 가서 연습할 거야 괜찮아
8774,키키 가기 전에 카트라이더 많이 해 놔라. 오지에서 운전하는 맵,그래야겠다 카트 하자1 : 아 근데 아프리카 진짜 꼭 가보고 싶긴 해
8775,키키 가기 전에 카트라이더 많이 해 놔라. 오지에서 운전하는 맵,아프리카 어디 가보고 싶어?
8887,우리만 정상인이면 되죠 키키 정상인끼리 서로가 서로를 알아보는~,우리만 정상인이면 살기 너무 힘들 거 같은데 ㅠ
8907,그렇게 따지면 우리나라에 0개 국어 아닌 사람이 어딨대요 ㅠ,온통 한국어인 세상에 살면서 0개 국어인 거 너무 가슴 아프다~ ㅠ
8989,아 ㅠ 재난 문자야 조금만 더 힘내 ㅠ 너 덕분에 코로나 겨우 피하고 있다 ㅠ,재난 문자도 믿고 백신도 믿자~ 둘 다 믿어야 코로나 방역 완성!1 : 요즘 아프간 문제 때문에 티비나 인터넷이나 엄청 난리더라고요 ㅠ
8996,저번에 전쟁을 소재? 로 한 연극에서도 아프간 얘기가 나오더라고요... 심장 덜컹~,아이고... 전쟁을 소재로 한 연극이면 당연히 나올 수밖에 없겠지...
9003,보습 기능 되는 세정제가 있으면 좋겠네요 키키 뭔가 이상하지만 ㅠ,알코올이 들어있으니까 아마 보습은 기대하기 힘들걸?
9008,사람 많이 모이면 아무래도 위험하기도 하고~,그래도 무사히 백신 잘 맞고 와서 다행이네~ 아프진 않고?
9055,진짜 다들 취업하기 너무 힘들다 ㅜㅜ,그러게 대학원까지 나왔으니 뭐 어디든 가겠지...
9166,그래 키키 정말 일꾼이 되면 힘들다,맞다 지금을 즐겨야지라고 하기엔 좀 그렇네 키키
9182,와 진짜 난 안 써 봤지만 얼마나 어렵겠노 ㅜㅜ,내 해외에도 낸다고 영어까지 써서 더 힘들었다
9213,글쵸 ㅜㅜ 헬쑥해졌어 힝 슬퍼용,맞아... 진짜 맘 아프겠다 ㅠㅠ
9233,헐... 언니들이 타보고 느낀 거니까 ㅜㅜ 저도 그러면 큰 차로,난 작은 차로 시작하니깐 큰 차 몰기 힘들더라 ㅠㅠ
9253,넵 하하 실컷 놀아서 이제 체력도 안 되고 키키,키키 체력이 안 되는 건 슬프다 ㅠㅠ
9292,호호 외모 관리를 더 열심히 하겠습니당 하하,당연하지! 근데 탈출 좀 힘들더라 ㅠㅠ
9297,아 키키 오 셋이서 하면 그래도 할 만하겠는데요?,키키 엉 근데 또 많으면 많은 대로 사공이 많아서 힘들어
9323,키키 맞아요 그래서 더 모르나 봐요,키키 맞아 알면 알수록 답답한 것이 정치1 : 아프간서 외국인 100여 명 더 탈출 했대요 하하
9324,키키 맞아요 그래서 더 모르나 봐요,오... 아프간은 진짜 왜 그러는 걸까 ㅠㅠ
9401,그래 그럴게 그럼 주말에 항상 일하는 건 아니네?,웅 나도 요즘 회사 일이 힘들어서 주말엔 좀 쉬려구
9493,그러니까 그 러시아 사람들 표정 보니까 넘 슬프더라,맞아... 꼼작 없이 집이고 마을이고 다 잃겠던데1 : 나는 왜 이렇게 나이가 들어서 여드름이 나나 몰라 ㅠㅠ
9494,그러니까 그 러시아 사람들 표정 보니까 넘 슬프더라,야 내가 여드름 박사로서 말하는데 그거 여드름 아냐
9564,그래 그래 키키 너도 이제 에코 드라이브 해야지!,응 하하 벌써 두근거리네 하하 넌 차 언제 살 거야?1 : 아 나 요즘 너무 힘들어 죽겠어
9572,맞아 너 회사 다녔으면 나도 투잡은 꿈도 못 꾸지,응 ㅠㅠ 그래서 난 하나만 해도 너무 힘들어
9677,응 ㅠㅠ 내 친구는 유전자 검사까지 했대,유전자 검사는 왜 하는 거야? 아프대?
9731,나 아홉 시도 되기 전에 출발했다 키키 이제 이십 분 뒤에 내린당 !,근데 막상ktx도 타면 생각보다 오래 걸려서 엉덩이 아프더라 ㅠ
9732,가끔 돈 아까울 때 타는데 진짜... 세 시간 넘는 건 너무 힘듬 키키,"맞아...경유지 많은 것도 힘들고, 버스 환승도 힘들다..."
9735,인정 ^^ 유럽이나 미국 가는 거면 12시간도 버틸 수 있지 ㅎ 보내만 주세요...,키키 내 엉덩이 벌써 아프다...
9799,결혼식 막상 가도 밥도 제대로 못 먹고 ㅠㅠ,그러게 ㅠㅠ 근데 우리보다 당사자 맘이 더 힘들겠지 엉엉 ㅜㅠ
9808,어 그리고 거기서 어떤 연예인이 유기견은 상처 있는 애들이라 키우기 힘들다? 그런 식으로 말해 가지고 ... 기사 나고 난리 났노,헉... 그래도 강아지 키울 때 그만한 각오도 안하고 키운다면 더 문제일 것 같은데... 요즘 같을 때 제대로 말 실수했노...
9809,맞아 그리고 모든 반려동물이 다 키우기 힘들지 하하... 근데 자기 실수 인정 안 해서 기싸움 하고 난리드라 그냥 ㅠㅠ,그냥 인정하고 사과하지...유기견 펫샵 관련해서 다들 예민한데...
9850,근데 그러고 보니 관광으로 먹고 살던 나라들은 지금 어떻게 됐으려나,그런 거 생각하면 환경적으로는 좋아졌을 듯... 지구야 아프지 마...
9952,중산층도 매매로 사기 힘들대,맞아 3년 전 매매 값이 지금 전세 값이래 이거 알았어?
9954,규제가 심해져서 대출도 힘들대 키키,지금 나라에서 이렇게 다 퍼주는데 대출까지 되면 나라 망혀~
9993,돌아와 친구 너무 힘들다,음 미안해 이미 배는 떠났어.
9994,키키 거리 두지 마 이리와 기다릴게 힘들어,괜찮아 나는 떠났지만 더 돈독한 다른 친구들이 있잖아~1 : 너희 가족은 재난 지원금 다 받았니?
9995,키키 거리 두지 마 이리와 기다릴게 힘들어,우리 아빠 이번에 못 받았다고 전화 왔어 ㅜ
10010,*** 근데 너무 힘들어 보여 ㅠㅠ,맞아 그래도 애기 보는 눈은 사랑스러워 죽겠다는 거 같던데?
10060,나 수요일 키키 금방이다 야 ㅠㅠ,헐 시간 진짜 빠르다 2차가 더 아프대 ㅜ
10061,그니깐 열 나고 아프다던데 개 무서워 ㅠㅠ,내 친구도 맞았는데 병원 가서 링겔 맞았대 ㅜ
10062,헐 ㅠㅠ 그래서 일단 나도 이틀 쉬기로 했어,그래 쉬어야지 아프면 너만 손해야 ㅜ
10144,키키 왔다 갔다도 힘들고 키키 얼마나 좋아 키키 근처가,회사 다니는데 영향이 진짜 큰 듯
10322,주차비에 유지비에 어유 서울은 주차 난에 좀 끔찍하긴 해요 ㅠㅠ,맞아... 결국 지옥철이 조금 힘들어도 참게 되는 이유지... 키키1 : 언니 요즘 아르바이트 구하기가 그렇게 어렵대요 ㅠㅠ
10324,아 정말요? ㅠㅠ 아르바이트 구인난이라 편의점 야간도 정말 구하기 힘들대요 ㅠㅠ,맞아 별 따기나 마찬가지... ㅠㅠ
10325,아 정말요? ㅠㅠ 아르바이트 구인난이라 편의점 야간도 정말 구하기 힘들대요 ㅠㅠ,특히 취업 못한 사람들... 너무 힘들 거 같아 ㅠㅠ
10346,안심하고 보낼 수 있는 곳이 되었으면 좋겠어요!,오히려 개개인에 성향에 따라 힘들 때는 있어
10347,왜 안 힘들겠어요 진짜 누굴 교육하고 가르친다는 그 자체 만으로 대단한 거예요!,응... 키키 가르치다 보면 내가 과거에 누군가에게 교육을 받았을 때를 종종 떠올리게 되는 거 같아 하하
10354,스터디는 안하고 인터넷 강의 듣고 있어요 ! 하하,인터넷 강의로만은 안 힘들어?1 : 하하 네 들을만해요!
10359,네에? ㅠㅠ 괜찮으세요? 아 ㅠㅠ 속상해 ㅠㅠ,가족이 아프면 정말 속상해...
10379,정말 뭐가 맞는 건지 모를 정도로 현실은 힘들더라고요 엄청난 재벌이 아니고 서는 ㅠㅠ,돈 벌어서 나 하나만 생활하면서 살면 정말 충분히 살지...
10380,정말 뭐가 맞는 건지 모를 정도로 현실은 힘들더라고요 엄청난 재벌이 아니고 서는 ㅠㅠ,근데 또 너무 외로울까 걱정이고... 평생 혼자 살 수 있을 까도 문제고...
10384,위로 받은 만큼 내가 돌려 줄 수 있나 싶을 정도로 ㅠㅠ,만남의 시간이 좀 짧은 게 너무 아쉽고 슬프기도 하다...
